,name,duration,parsed,error,text
0,Ashes of the Abhorrent,29.145897600999888,False,"No terminal matches '.' in the current parser context, at line 1 col 89

ctivate abilities of cards in graveyards.
                                        ^
Expected one of: 
	* DASH
	* WORD
","Players can not cast spells from graveyards or activate abilities of cards in graveyards.
Whenever a creature dies, you gain 1 life."
1,Bishop of Rebirth,29.10191587500003,False,"No terminal matches '~' in the current parser context, at line 2 col 10

Whenever ~ attacks, you may return target creatur
         ^
Expected one of: 
	* DASH
	* WORD
","Vigilance
Whenever ~ attacks, you may return target creature card with mana value 3 or less from your graveyard to the battlefield."
2,Adanto Vanguard,29.186036614000386,False,"No terminal matches '~' in the current parser context, at line 1 col 12

As long as ~ is attacking, it gets +2/+0.
           ^
Expected one of: 
	* DASH
	* WORD
","As long as ~ is attacking, it gets +2/+0.
Pay 4 life: ~ gains indestructible until end of turn. (Damage and effects that say ""destroy"" do not destroy it.)"
3,Bishop's Soldier,29.353123931000027,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Lifelink
4,Bright Reprisal,29.3132041949998,False,"No terminal matches '.' in the current parser context, at line 1 col 34

Destroy target attacking creature.
                                 ^
Expected one of: 
	* DASH
	* WORD
","Destroy target attacking creature.
Draw a card."
5,Demystify,29.371498406999763,False,"No terminal matches '.' in the current parser context, at line 1 col 27

Destroy target enchantment.
                          ^
Expected one of: 
	* DASH
	* WORD
",Destroy target enchantment.
6,Axis of Mortality,29.43376934900016,False,"No terminal matches ',' in the current parser context, at line 1 col 32

At the beginning of your upkeep, you may have two target players exchan
                               ^
Expected one of: 
	* DASH
	* WORD
","At the beginning of your upkeep, you may have two target players exchange life totals."
7,Bellowing Aegisaur,54.70645288100013,False,"No terminal matches 'W' in the current parser context, at line 1 col 10

Enrage — Whenever ~ is dealt damage, put a +1/+1 
         ^
Expected one of: 
	* MAY
	* WITHOUT
	* LEVEL
	* DOUBLE
	* SCRY
	* SWITCH
	* MORE
	* ADD
	* THIS
	* SUPPORT
	* SHUFFLED
	* THOSE
	* TAKE
	* __ANON_18
	* THEM
	* UP
	* BLOCKED
	* REVEAL
	* TAPPEDSTATUSMODIFIER
	* CONTROL
	* AN
	* THEIR
	* THEN
	* TYPE
	* OBJECTCHARACTERISTIC
	* EFFECTSTATUSMODIFIER
	* WHEN
	* FATESEAL
	* ASSIGN
	* INVESTIGATE
	* UNTAP
	* TRANSFORM
	* CAN
	* CYCLE
	* HAVE
	* INTO
	* GET
	* SAME
	* BE
	* PAY
	* SEARCHED
	* SHUFFLE
	* SURVEIL
	* COLORTERM
	* ANY
	* GAIN
	* AMASS
	* ITS
	* THESE
	* CAST
	* DISCARDED
	* PROLIFERATE
	* UNATTACHED
	* NO
	* NON
	* SUBTYPEARTIFACT
	* PLAY
	* SPEND
	* CONNIVE
	* REMAIN
	* PUT
	* EXERT
	* CREATE
	* NAMEREFSYMBOL
	* FOR
	* SUBTYPEENCHANTMENT
	* SACRIFICE
	* CLOAK
	* YOUR
	* IT
	* LEARN
	* COUNTER
	* LSQB
	* HIMSELF
	* ATTACH
	* SEARCH
	* MILL
	* GOAD
	* SUSPECT
	* COMBATSTATUSMODIFIER
	* KEYWORDSTATUSMODIFIER
	* SUBTYPECREATUREB
	* TURN
	* TAP
	* WHO
	* PLAYERTERM
	* ONLY
	* ONTO
	* ON
	* TURNED
	* INCUBATE
	* FREQUENCY
	* TARGET
	* CYCLED
	* REGENERATE
	* DAMAGETYPE
	* CLASH
	* GAINED
	* DETAIN
	* SKIP
	* AFTER
	* DASH
	* DISCARD
	* ATTACHED
	* TAPSYMBOL
	* ORDINAL
	* IS
	* BOLSTER
	* STAR
	* PLAYED
	* __ANON_20
	* EXILE
	* CARDINAL
	* CHOOSE
	* HAS
	* LOOK
	* __ANON_17
	* __ANON_19
	* REVEALED
	* PLAYERCHARACTERISTIC
	* IN
	* ATTACK
	* IF
	* FROM
	* LOOKED
	* BEEN
	* FLIP
	* FIGHT
	* AT
	* WHENEVER
	* ADAPT
	* __ANON_15
	* ADDITIONAL
	* POPULATE
	* CONTROLLED
	* EACH
	* GREATER
	* CONVERT
	* DO
	* DISCOVER
	* MANIFEST
	* EXPLORES
	* SUBTYPEPLANAR
	* THAT
	* SUBTYPELAND
	* LOSE
	* ITSELF
	* ABANDON
	* QUALIFIER
	* LESS
	* FORAGE
	* EQUAL
	* DIE
	* THE
	* __ANON_21
	* DRAW
	* NUMBER
	* BECOME
	* ZONE
	* DREW
	* HAD
	* TIMES
	* PREVENT
	* AS
	* DOES
	* ATTACKED
	* DEAL
	* WIN
	* A
	* SUBTYPEPLANESWALKER
	* OTHER
	* ABLE
	* UNTAPSYMBOL
	* ALL
	* CHOSE
	* SUBTYPECREATUREA
	* WITH
	* BLOCK
	* UNTIL
	* MELD
	* ABILITYMODIFIER
	* X
	* MONSTROSITY
	* SUBTYPESPELL
	* RETURN
	* REMOVE
	* __ANON_14
	* HERSELF
	* EXCHANGE
	* LBRACE
	* SUPERTYPE
	* OTHERWISE
	* UNATTACH
	* WHILE
	* ACTIVATE
	* DESTROY
	* WOULD
	* SACRIFICED
	* UNDER
","Enrage — Whenever ~ is dealt damage, put a +1/+1 counter on each other creature you control."
8,Emissary of Sunrise,26.708849856999677,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, it explores. (Reveal the top c
     ^
Expected one of: 
	* DASH
	* WORD
","First strike
When ~ enters, it explores. (Reveal the top card of your library. Put that card into your hand if it is a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)"
9,Duskborne Skymarcher,26.77507794200028,False,"No terminal matches '{' in the current parser context, at line 2 col 1

{W}, {T}: Target attacking Vampire gets 
^
Expected one of: 
	* DASH
	* WORD
","Flying
{W}, {T}: Target attacking Vampire gets +1/+1 until end of turn."
