,name,duration,parsed,error,text
0,"Herigast, Erupting Nullkite",28.38571397600026,False,"No terminal matches '{' in the current parser context, at line 1 col 8

Emerge {6}{R}{R} (You may cast this spell by sa
       ^
Expected one of: 
	* DASH
	* WORD
","Emerge {6}{R}{R} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, you may exile your hand. If you do, draw three cards.
Flying
Each creature spell you cast has emerge. The emerge cost is equal to its mana cost."
1,Drownyard Lurker,29.030210394000278,False,"No terminal matches '~' in the current parser context, at line 2 col 24

When you cast or cycle ~, create a 0/1 colorless Eldrazi Spawn 
                       ^
Expected one of: 
	* DASH
	* WORD
","Vigilance
When you cast or cycle ~, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}."".
Cycling {2}{U} ({2}{U}, Discard this card: Draw a card.)"
2,Breaker of Creation,28.941696223999315,False,"No terminal matches ',' in the current parser context, at line 1 col 25

When you cast this spell, you gain 1 life for each colorless per
                        ^
Expected one of: 
	* DASH
	* WORD
","When you cast this spell, you gain 1 life for each colorless permanent you control.
Hexproof from each color
Annihilator 2 (Whenever this creature attacks, defending player sacrifices two permanents of their choice.)"
3,Glaring Fleshraker,28.96587154900044,False,"No terminal matches ',' in the current parser context, at line 1 col 36

Whenever you cast a colorless spell, create a 0/1 colorless Eldrazi Spawn c
                                   ^
Expected one of: 
	* DASH
	* WORD
","Whenever you cast a colorless spell, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}."".
Whenever another colorless creature you control enters, ~ deals 1 damage to each opponent."
4,Eldrazi Ravager,29.04575395199936,False,"No terminal matches '1' in the current parser context, at line 1 col 13

Annihilator 1 (Whenever this creature attacks, defen
            ^
Expected one of: 
	* DASH
	* WORD
","Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent of their choice.)
Sacrifice two Eldrazi: Return ~ from your graveyard to your hand.
Cycling {2} ({2}, Discard this card: Draw a card.)"
5,"Emrakul, the World Anew",29.383735888000047,False,"No terminal matches ',' in the current parser context, at line 1 col 25

When you cast this spell, gain control of all creatures target p
                        ^
Expected one of: 
	* DASH
	* WORD
","When you cast this spell, gain control of all creatures target player controls.
Flying, protection from spells and from permanents that were cast this turn
When ~f leaves the battlefield, sacrifice all creatures you control.
Madness—Pay six {C}."
6,Devourer of Destiny,29.644339366000168,False,"No terminal matches '.' in the current parser context, at line 1 col 48

 reveal this card from your opening hand. If you do, at the beginning of your fi
                                        ^
Expected one of: 
	* DASH
	* WORD
","You may reveal this card from your opening hand. If you do, at the beginning of your first upkeep, look at the top four cards of your library. You may put one of those cards back on top of your library. Exile the rest.
When you cast this spell, exile target permanent that is one or more colors."
7,Echoes of Eternity,29.790199365999797,False,"No terminal matches ',' in the current parser context, at line 1 col 108

colorless permanent you control triggers, that ability triggers an additional ti
                                        ^
Expected one of: 
	* DASH
	* WORD
","If a triggered ability of a colorless spell you control or another colorless permanent you control triggers, that ability triggers an additional time.
Whenever you cast a colorless spell, copy it. You may choose new targets for the copy. (A copy of a permanent spell becomes a token.)"
8,Nulldrifter,25.166599512000175,False,"No terminal matches ',' in the current parser context, at line 1 col 25

When you cast this spell, draw two cards.
                        ^
Expected one of: 
	* DASH
	* WORD
","When you cast this spell, draw two cards.
Flying
Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent of their choice.)
Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it is sacrificed when it enters.)"
9,It That Heralds the End,25.892383115000484,False,"No terminal matches '7' in the current parser context, at line 1 col 43

lorless spells you cast with mana value 7 or greater cost {1} less to cast.
                                        ^
Expected one of: 
	* DASH
	* WORD
","Colorless spells you cast with mana value 7 or greater cost {1} less to cast.
Other colorless creatures you control get +1/+1."
10,"Kozilek, the Broken Reality",25.657916389000093,False,"No terminal matches ',' in the current parser context, at line 1 col 25

When you cast this spell, up to two target players each manifest
                        ^
Expected one of: 
	* DASH
	* WORD
","When you cast this spell, up to two target players each manifest two cards from their hands. For each card manifested this way, you draw a card. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it is a creature card.)
Other colorless creatures you control get +3/+2."
11,Warped Tusker,24.888585335000244,False,"No terminal matches '~' in the current parser context, at line 2 col 24

When you cast or cycle ~, create a 0/1 colorless Eldrazi Spawn 
                       ^
Expected one of: 
	* DASH
	* WORD
","Reach
When you cast or cycle ~, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}."".
Cycling {2}{G} ({2}{G}, Discard this card: Draw a card.)"
12,Twisted Riddlekeeper,25.359151866000502,False,"No terminal matches '{' in the current parser context, at line 1 col 8

Emerge {5}{C}{U} (You may cast this spell by sa
       ^
Expected one of: 
	* DASH
	* WORD
","Emerge {5}{C}{U} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, tap up to two target permanents. Put a stun counter on each of them. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Flying"
13,"Ulamog, the Defiler",25.46519810100017,False,"No terminal matches ',' in the current parser context, at line 1 col 25

When you cast this spell, target opponent exiles the top half of
                        ^
Expected one of: 
	* DASH
	* WORD
","When you cast this spell, target opponent exiles the top half of their library, rounded up.
Ward—Sacrifice two permanents.
~f enters with a number of +1/+1 counters on it equal to the greatest mana value among cards in exile.
~ has annihilator X, where X is the number of +1/+1 counters on it."
14,Kozilek's Command,51.56037138100055,False,"No terminal matches '•' in the current parser context, at line 2 col 1

• Target player creates X 0/1 colorless 
^
Expected one of: 
	* LOOK
	* GOAD
	* THAT
	* __ANON_19
	* WHILE
	* CARDINAL
	* THEN
	* DAMAGETYPE
	* REGENERATE
	* UNDER
	* HAS
	* WIN
	* BLOCKED
	* NUMBER
	* EFFECTSTATUSMODIFIER
	* ATTACHED
	* AFTER
	* HIMSELF
	* FROM
	* AMASS
	* NON
	* BEEN
	* FIGHT
	* LSQB
	* ASSIGN
	* CREATE
	* SUPPORT
	* SUBTYPEARTIFACT
	* EXCHANGE
	* PUT
	* WHO
	* ATTACKED
	* POPULATE
	* DOES
	* OTHERWISE
	* CONTROL
	* MELD
	* SUBTYPEPLANAR
	* __ANON_15
	* PAY
	* BLOCK
	* ATTACH
	* TYPE
	* THIS
	* GET
	* LESS
	* TURN
	* MORE
	* PLAYERCHARACTERISTIC
	* ATTACK
	* SHUFFLED
	* SKIP
	* TAPSYMBOL
	* FATESEAL
	* ABILITYMODIFIER
	* NAMEREFSYMBOL
	* UNATTACHED
	* ORDINAL
	* INCUBATE
	* SPEND
	* A
	* REMAIN
	* LEVEL
	* ABLE
	* WOULD
	* CHOOSE
	* CYCLED
	* SHUFFLE
	* SCRY
	* FLIP
	* EQUAL
	* SUBTYPECREATUREB
	* SACRIFICE
	* OTHER
	* SUBTYPELAND
	* SWITCH
	* TURNED
	* IN
	* SEARCHED
	* LOSE
	* DIE
	* ITSELF
	* PLAY
	* REVEALED
	* MONSTROSITY
	* REMOVE
	* TRANSFORM
	* YOUR
	* FOR
	* HERSELF
	* PROLIFERATE
	* EXPLORES
	* SUBTYPEPLANESWALKER
	* ALL
	* COUNTER
	* WITHOUT
	* CAN
	* PREVENT
	* TAP
	* SUBTYPEENCHANTMENT
	* REVEAL
	* CONNIVE
	* OBJECTCHARACTERISTIC
	* DOUBLE
	* DISCARDED
	* DEAL
	* LOOKED
	* TIMES
	* DASH
	* SEARCH
	* CYCLE
	* EXILE
	* DETAIN
	* SUBTYPESPELL
	* __ANON_21
	* TAPPEDSTATUSMODIFIER
	* ADD
	* AN
	* __ANON_17
	* EXERT
	* X
	* FORAGE
	* ONLY
	* ABANDON
	* WITH
	* __ANON_14
	* SAME
	* CLASH
	* ITS
	* FREQUENCY
	* BECOME
	* TAKE
	* SURVEIL
	* CONTROLLED
	* SUSPECT
	* THESE
	* CHOSE
	* DISCOVER
	* LBRACE
	* AT
	* AS
	* CLOAK
	* PLAYED
	* TARGET
	* MAY
	* SACRIFICED
	* DREW
	* INTO
	* THE
	* KEYWORDSTATUSMODIFIER
	* UNTAPSYMBOL
	* ADAPT
	* CAST
	* SUPERTYPE
	* DESTROY
	* THOSE
	* MILL
	* BE
	* __ANON_20
	* WHEN
	* EACH
	* IT
	* CONVERT
	* HAD
	* GREATER
	* WHENEVER
	* DRAW
	* ACTIVATE
	* HAVE
	* NO
	* GAIN
	* COLORTERM
	* GAINED
	* RETURN
	* INVESTIGATE
	* IS
	* THEIR
	* SUBTYPECREATUREA
	* PLAYERTERM
	* IF
	* DO
	* UNATTACH
	* MANIFEST
	* THEM
	* BOLSTER
	* ZONE
	* LEARN
	* UP
	* COMBATSTATUSMODIFIER
	* ONTO
	* UNTIL
	* ANY
	* __ANON_18
	* QUALIFIER
	* UNTAP
	* STAR
	* ADDITIONAL
	* ON
	* DISCARD
","Choose two —
• Target player creates X 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}."".
• Target player scries X, then draws a card.
• Exile target creature with mana value X or less.
• Exile up to X target cards from graveyards."
15,Null Elemental Blast,52.294939250000425,False,"No terminal matches '•' in the current parser context, at line 2 col 1

• Counter target multicolored spell.
^
Expected one of: 
	* LOOK
	* GOAD
	* THAT
	* __ANON_19
	* WHILE
	* CARDINAL
	* THEN
	* DAMAGETYPE
	* REGENERATE
	* UNDER
	* HAS
	* WIN
	* BLOCKED
	* NUMBER
	* EFFECTSTATUSMODIFIER
	* ATTACHED
	* AFTER
	* HIMSELF
	* FROM
	* AMASS
	* NON
	* BEEN
	* FIGHT
	* LSQB
	* ASSIGN
	* CREATE
	* SUPPORT
	* SUBTYPEARTIFACT
	* EXCHANGE
	* PUT
	* WHO
	* ATTACKED
	* POPULATE
	* DOES
	* OTHERWISE
	* CONTROL
	* MELD
	* SUBTYPEPLANAR
	* __ANON_15
	* PAY
	* BLOCK
	* ATTACH
	* TYPE
	* THIS
	* GET
	* LESS
	* TURN
	* MORE
	* PLAYERCHARACTERISTIC
	* ATTACK
	* SHUFFLED
	* SKIP
	* TAPSYMBOL
	* FATESEAL
	* ABILITYMODIFIER
	* NAMEREFSYMBOL
	* UNATTACHED
	* ORDINAL
	* INCUBATE
	* SPEND
	* A
	* REMAIN
	* LEVEL
	* ABLE
	* WOULD
	* CHOOSE
	* CYCLED
	* SHUFFLE
	* SCRY
	* FLIP
	* EQUAL
	* SUBTYPECREATUREB
	* SACRIFICE
	* OTHER
	* SUBTYPELAND
	* SWITCH
	* TURNED
	* IN
	* SEARCHED
	* LOSE
	* DIE
	* ITSELF
	* PLAY
	* REVEALED
	* MONSTROSITY
	* REMOVE
	* TRANSFORM
	* YOUR
	* FOR
	* HERSELF
	* PROLIFERATE
	* EXPLORES
	* SUBTYPEPLANESWALKER
	* ALL
	* COUNTER
	* WITHOUT
	* CAN
	* PREVENT
	* TAP
	* SUBTYPEENCHANTMENT
	* REVEAL
	* CONNIVE
	* OBJECTCHARACTERISTIC
	* DOUBLE
	* DISCARDED
	* DEAL
	* LOOKED
	* TIMES
	* DASH
	* SEARCH
	* CYCLE
	* EXILE
	* DETAIN
	* SUBTYPESPELL
	* __ANON_21
	* TAPPEDSTATUSMODIFIER
	* ADD
	* AN
	* __ANON_17
	* EXERT
	* X
	* FORAGE
	* ONLY
	* ABANDON
	* WITH
	* __ANON_14
	* SAME
	* CLASH
	* ITS
	* FREQUENCY
	* BECOME
	* TAKE
	* SURVEIL
	* CONTROLLED
	* SUSPECT
	* THESE
	* CHOSE
	* DISCOVER
	* LBRACE
	* AT
	* AS
	* CLOAK
	* PLAYED
	* TARGET
	* MAY
	* SACRIFICED
	* DREW
	* INTO
	* THE
	* KEYWORDSTATUSMODIFIER
	* UNTAPSYMBOL
	* ADAPT
	* CAST
	* SUPERTYPE
	* DESTROY
	* THOSE
	* MILL
	* BE
	* __ANON_20
	* WHEN
	* EACH
	* IT
	* CONVERT
	* HAD
	* GREATER
	* WHENEVER
	* DRAW
	* ACTIVATE
	* HAVE
	* NO
	* GAIN
	* COLORTERM
	* GAINED
	* RETURN
	* INVESTIGATE
	* IS
	* THEIR
	* SUBTYPECREATUREA
	* PLAYERTERM
	* IF
	* DO
	* UNATTACH
	* MANIFEST
	* THEM
	* BOLSTER
	* ZONE
	* LEARN
	* UP
	* COMBATSTATUSMODIFIER
	* ONTO
	* UNTIL
	* ANY
	* __ANON_18
	* QUALIFIER
	* UNTAP
	* STAR
	* ADDITIONAL
	* ON
	* DISCARD
","Choose one —
• Counter target multicolored spell.
• Destroy target multicolored permanent."
16,Wastescape Battlemage,27.176984314000038,False,"No terminal matches '{' in the current parser context, at line 1 col 8

Kicker {G} and/or {1}{U}
       ^
Expected one of: 
	* DASH
	* WORD
","Kicker {G} and/or {1}{U}
When you cast this spell, if it was kicked with its {G} kicker, exile target artifact or enchantment an opponent controls.
When you cast this spell, if it was kicked with its {1}{U} kicker, return target creature an opponent controls to its owner's hand."
17,Aerie Auxiliary,27.397010251999745,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, support 2. (Put a +1/+1 counte
     ^
Expected one of: 
	* DASH
	* WORD
","Flying
When ~ enters, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)"
