,name,duration,parsed,error,text
0,Lunarch Inquisitors,27.437788213999738,False,"No terminal matches '~' in the current parser context, at line 1 col 36

When this creature transforms into ~, you may exile another target creature
                                   ^
Expected one of: 
	* WORD
	* DASH
","When this creature transforms into ~, you may exile another target creature until ~ leaves the battlefield."
1,Apothecary Geist,27.751447250999263,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, if you control another Spirit,
     ^
Expected one of: 
	* WORD
	* DASH
","Flying
When ~ enters, if you control another Spirit, you gain 3 life."
2,Avacynian Missionaries,27.838118970999858,False,"No terminal matches ',' in the current parser context, at line 1 col 34

At the beginning of your end step, if ~ is equipped, transform it.
                                 ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of your end step, if ~ is equipped, transform it."
3,Archangel Avacyn,27.860647446999792,False,"No terminal matches ',' in the current parser context, at line 2 col 7

Flying, vigilance
      ^
Expected one of: 
	* WORD
	* DASH
","Flash
Flying, vigilance
When ~ enters, creatures you control gain indestructible until end of turn.
When a non-Angel creature you control dies, transform ~ at the beginning of the next upkeep."
4,Always Watching,28.098228336999455,False,"No terminal matches '+' in the current parser context, at line 1 col 36

Nontoken creatures you control get +1/+1 and have vigilance.
                                   ^
Expected one of: 
	* WORD
	* DASH
",Nontoken creatures you control get +1/+1 and have vigilance.
5,Angelic Purge,28.12073287000021,False,"No terminal matches ',' in the current parser context, at line 1 col 41

As an additional cost to cast this spell, sacrifice a permanent.
                                        ^
Expected one of: 
	* WORD
	* DASH
","As an additional cost to cast this spell, sacrifice a permanent.
Exile target artifact, creature, or enchantment."
6,"Avacyn, the Purifier",28.406827078999413,False,"No terminal matches '~' in the current parser context, at line 2 col 36

When this creature transforms into ~f, it deals 3 damage to each other crea
                                   ^
Expected one of: 
	* WORD
	* DASH
","Flying
When this creature transforms into ~f, it deals 3 damage to each other creature and each opponent."
7,Angel of Deliverance,51.142511038999146,False,"No terminal matches 'W' in the current parser context, at line 2 col 12

Delirium — Whenever ~ deals damage, if there are fo
           ^
Expected one of: 
	* CARDINAL
	* NUMBER
	* BLOCK
	* EXPLORES
	* HAVE
	* ATTACKED
	* FIGHT
	* AN
	* SUSPECT
	* OBJECTCHARACTERISTIC
	* SEARCH
	* SKIP
	* SACRIFICED
	* DETAIN
	* OTHER
	* ATTACH
	* DOES
	* SACRIFICE
	* COUNTER
	* ABILITYMODIFIER
	* __ANON_19
	* PAY
	* MAY
	* THEM
	* CHOSE
	* ATTACK
	* AMASS
	* MONSTROSITY
	* LEARN
	* __ANON_20
	* UNATTACHED
	* UNTIL
	* INTO
	* SAME
	* SUBTYPEARTIFACT
	* NO
	* BE
	* FROM
	* WHILE
	* IS
	* CONNIVE
	* CONVERT
	* ITS
	* SUBTYPELAND
	* LOOK
	* TAKE
	* EXCHANGE
	* SCRY
	* NAMEREFSYMBOL
	* MORE
	* THIS
	* QUALIFIER
	* TURN
	* RETURN
	* UNDER
	* IT
	* FREQUENCY
	* OTHERWISE
	* WIN
	* DISCARDED
	* REVEALED
	* CYCLED
	* LESS
	* A
	* SWITCH
	* TAPSYMBOL
	* ADDITIONAL
	* PLAYERCHARACTERISTIC
	* EQUAL
	* UNTAP
	* ADD
	* TIMES
	* BOLSTER
	* THEN
	* __ANON_21
	* POPULATE
	* DISCARD
	* DEAL
	* COMBATSTATUSMODIFIER
	* ATTACHED
	* HERSELF
	* INVESTIGATE
	* GOAD
	* GREATER
	* STAR
	* WITHOUT
	* DAMAGETYPE
	* ABANDON
	* SUPERTYPE
	* CHOOSE
	* SPEND
	* TRANSFORM
	* PLAYERTERM
	* __ANON_18
	* DISCOVER
	* SUBTYPECREATUREA
	* WHENEVER
	* ACTIVATE
	* __ANON_17
	* SHUFFLE
	* LOSE
	* THAT
	* MELD
	* WHO
	* FLIP
	* EFFECTSTATUSMODIFIER
	* MILL
	* THESE
	* PREVENT
	* ON
	* ONLY
	* HAD
	* GAIN
	* SEARCHED
	* REVEAL
	* REMAIN
	* CAST
	* LEVEL
	* AS
	* ANY
	* CONTROLLED
	* __ANON_15
	* DASH
	* LBRACE
	* IN
	* NON
	* SURVEIL
	* LOOKED
	* DRAW
	* INCUBATE
	* DOUBLE
	* SUBTYPEPLANAR
	* COLORTERM
	* X
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* TAP
	* ASSIGN
	* UNATTACH
	* PROLIFERATE
	* PLAY
	* PUT
	* ORDINAL
	* WITH
	* SUBTYPEENCHANTMENT
	* WHEN
	* ADAPT
	* THEIR
	* EXILE
	* CREATE
	* SUPPORT
	* SUBTYPESPELL
	* BLOCKED
	* HAS
	* DIE
	* TYPE
	* __ANON_14
	* THOSE
	* EACH
	* CLASH
	* TARGET
	* TURNED
	* IF
	* ALL
	* EXERT
	* THE
	* GET
	* UNTAPSYMBOL
	* WOULD
	* AFTER
	* MANIFEST
	* CONTROL
	* FORAGE
	* FOR
	* DREW
	* ZONE
	* SUBTYPECREATUREB
	* BEEN
	* YOUR
	* SHUFFLED
	* REMOVE
	* ITSELF
	* HIMSELF
	* FATESEAL
	* DO
	* GAINED
	* LSQB
	* AT
	* CYCLE
	* CLOAK
	* UP
	* DESTROY
	* BECOME
	* CAN
	* REGENERATE
	* KEYWORDSTATUSMODIFIER
	* ONTO
	* PLAYED
	* ABLE
","Flying
Delirium — Whenever ~ deals damage, if there are four or more card types among cards in your graveyard, exile target creature an opponent controls."
8,Devilthorn Fox,3.917000867659226e-06,False,'text',
9,Bound by Moonsilver,24.0995726809997,False,"No terminal matches ',' in the current parser context, at line 2 col 34

Enchanted creature can not attack, block, or transform.
                                 ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature
Enchanted creature can not attack, block, or transform.
Sacrifice another permanent: Attach ~ to target creature. Activate only as a sorcery and only once each turn."
10,Bygone Bishop,24.027172166999662,False,"No terminal matches '3' in the current parser context, at line 2 col 52

u cast a creature spell with mana value 3 or less, investigate. (Create a Clue t
                                        ^
Expected one of: 
	* WORD
	* DASH
","Flying
Whenever you cast a creature spell with mana value 3 or less, investigate. (Create a Clue token. it is an artifact with ""{2}, Sacrifice this artifact: Draw a card."".)"
11,Cathar's Companion,23.994928909998634,False,"No terminal matches ',' in the current parser context, at line 1 col 38

Whenever you cast a noncreature spell, ~ gains indestructible until end of tu
                                     ^
Expected one of: 
	* WORD
	* DASH
","Whenever you cast a noncreature spell, ~ gains indestructible until end of turn. (Damage and effects that say ""destroy"" do not destroy it.)"
12,Chaplain's Blessing,24.155333505999806,False,"No terminal matches '5' in the current parser context, at line 1 col 10

You gain 5 life.
         ^
Expected one of: 
	* WORD
	* DASH
",You gain 5 life.
13,Declaration in Stone,24.180980481000006,False,"No terminal matches '.' in the current parser context, at line 1 col 106

rols with the same name as that creature. That player investigates for each nont
                                        ^
Expected one of: 
	* WORD
	* DASH
",Exile target creature and all other creatures its controller controls with the same name as that creature. That player investigates for each nontoken creature exiled this way.
14,Descend upon the Sinful,24.063297745000455,False,"No terminal matches '.' in the current parser context, at line 1 col 20

Exile all creatures.
                   ^
Expected one of: 
	* WORD
	* DASH
","Exile all creatures.
Delirium — Create a 4/4 white Angel creature token with flying if there are four or more card types among cards in your graveyard."
15,Drogskol Cavalry,23.96413027900053,False,"No terminal matches ',' in the current parser context, at line 2 col 43

enever another Spirit you control enters, you gain 2 life.
                                        ^
Expected one of: 
	* WORD
	* DASH
","Flying
Whenever another Spirit you control enters, you gain 2 life.
{3}{W}: Create a 1/1 white Spirit creature token with flying."
16,Eerie Interlude,26.001268779000384,False,"No terminal matches '.' in the current parser context, at line 1 col 49

y number of target creatures you control. Return those cards to the battlefield 
                                        ^
Expected one of: 
	* WORD
	* DASH
",Exile any number of target creatures you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.
17,Ethereal Guidance,25.816027880000547,False,"No terminal matches '+' in the current parser context, at line 1 col 27

Creatures you control get +2/+1 until end of turn.
                          ^
Expected one of: 
	* WORD
	* DASH
",Creatures you control get +2/+1 until end of turn.
18,Emissary of the Sleepless,26.025881363000735,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, if a creature died this turn, 
     ^
Expected one of: 
	* WORD
	* DASH
","Flying
When ~ enters, if a creature died this turn, create a 1/1 white Spirit creature token with flying."
19,Expose Evil,25.91011460699883,False,"No terminal matches '.' in the current parser context, at line 1 col 31

Tap up to two target creatures.
                              ^
Expected one of: 
	* WORD
	* DASH
","Tap up to two target creatures.
Investigate. (Create a Clue token. it is an artifact with ""{2}, Sacrifice this artifact: Draw a card."".)"
20,Gryff's Boon,25.848946956999498,False,"No terminal matches '+' in the current parser context, at line 2 col 25

Enchanted creature gets +1/+0 and has flying.
                        ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature
Enchanted creature gets +1/+0 and has flying.
{3}{W}: Return ~ from your graveyard to the battlefield attached to target creature. Activate only as a sorcery."
21,Hanweir Militia Captain,25.89696779699989,False,"No terminal matches ',' in the current parser context, at line 1 col 32

At the beginning of your upkeep, if you control four or more creatures,
                               ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of your upkeep, if you control four or more creatures, transform ~."
22,Hope Against Hope,25.979314914999122,False,"No terminal matches '+' in the current parser context, at line 2 col 25

Enchanted creature gets +1/+1 for each creature you control.
                        ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature
Enchanted creature gets +1/+1 for each creature you control.
As long as enchanted creature is a Human, it has first strike."
23,Humble the Brute,26.17532736100111,False,"No terminal matches '4' in the current parser context, at line 1 col 36

Destroy target creature with power 4 or greater.
                                   ^
Expected one of: 
	* WORD
	* DASH
","Destroy target creature with power 4 or greater.
Investigate. (Create a Clue token. it is an artifact with ""{2}, Sacrifice this artifact: Draw a card."".)"
24,Inspiring Captain,26.19860396399963,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, creatures you control get +1/+
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, creatures you control get +1/+1 until end of turn."
