,name,duration,parsed,error,text
0,Acclaimed Contender,24.157820661000187,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, if you control another Knight,
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, if you control another Knight, look at the top five cards of your library. You may reveal a Knight, Aura, Equipment, or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
1,Archon of Absolution,24.446916803999557,False,"No terminal matches '(' in the current parser context, at line 2 col 23

Protection from white (This creature can not be blocked, targe
                      ^
Expected one of: 
	* WORD
	* DASH
","Flying
Protection from white (This creature can not be blocked, targeted, dealt damage, enchanted, or equipped by anything white.)
Creatures can not attack you or planeswalkers you control unless their controller pays {1} for each of those creatures."
2,All That Glitters,24.82464397200056,False,"No terminal matches '+' in the current parser context, at line 2 col 25

Enchanted creature gets +1/+1 for each artifact and/or enchantme
                        ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature
Enchanted creature gets +1/+1 for each artifact and/or enchantment you control."
3,Ardenvale Tactician,24.359914867000043,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Flying
4,Beloved Princess,24.352359715000603,False,"No terminal matches '~' in the current parser context, at line 2 col 1

~ can not be blocked by creatures with p
^
Expected one of: 
	* WORD
	* DASH
","Lifelink
~ can not be blocked by creatures with power 3 or greater."
5,Dizzying Swoop,24.519588068000303,False,"No terminal matches '.' in the current parser context, at line 1 col 31

Tap up to two target creatures. (Then exile this card. You may cast th
                              ^
Expected one of: 
	* WORD
	* DASH
",Tap up to two target creatures. (Then exile this card. You may cast the creature later from exile.)
6,Bartered Cow,24.38614244600012,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ dies or when you discard it, create a 
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ dies or when you discard it, create a Food token. (it is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."".)"
7,The Circle of Loyalty,21.981705195999893,False,"No terminal matches '{' in the current parser context, at line 1 col 18

This spell costs {1} less to cast for each Knight you con
                 ^
Expected one of: 
	* WORD
	* DASH
","This spell costs {1} less to cast for each Knight you control.
Creatures you control get +1/+1.
Whenever you cast a legendary spell, create a 2/2 white Knight creature token with vigilance.
{3}{W}, {T}: Create a 2/2 white Knight creature token with vigilance."
8,Ardenvale Paladin,46.702002187999824,False,"No terminal matches 'I' in the current parser context, at line 1 col 11

Adamant — If at least three white mana was spent t
          ^
Expected one of: 
	* FLIP
	* DISCOVER
	* TIMES
	* MELD
	* SUBTYPESPELL
	* ADD
	* UP
	* PAY
	* WITHOUT
	* REVEAL
	* UNTIL
	* LEVEL
	* SHUFFLE
	* BE
	* MANIFEST
	* ITSELF
	* INVESTIGATE
	* SURVEIL
	* CLOAK
	* DOES
	* CONVERT
	* UNATTACH
	* AT
	* EACH
	* DAMAGETYPE
	* X
	* IT
	* PLAYED
	* SUBTYPECREATUREA
	* DEAL
	* DOUBLE
	* IS
	* OTHER
	* PLAY
	* __ANON_18
	* HERSELF
	* SKIP
	* INCUBATE
	* ADAPT
	* __ANON_20
	* UNTAPSYMBOL
	* ALL
	* AS
	* FORAGE
	* ITS
	* SEARCHED
	* CHOSE
	* TURN
	* __ANON_14
	* WHO
	* STAR
	* CONNIVE
	* SCRY
	* SWITCH
	* BECOME
	* DRAW
	* REMOVE
	* INTO
	* ANY
	* THESE
	* SUBTYPEARTIFACT
	* EXCHANGE
	* BLOCK
	* TARGET
	* WITH
	* THE
	* CREATE
	* THAT
	* FATESEAL
	* GAIN
	* MORE
	* ACTIVATE
	* HAD
	* ONTO
	* __ANON_15
	* HAS
	* __ANON_21
	* WHENEVER
	* DESTROY
	* THEM
	* ATTACH
	* SUSPECT
	* FREQUENCY
	* FOR
	* SACRIFICE
	* SACRIFICED
	* SEARCH
	* CYCLED
	* KEYWORDSTATUSMODIFIER
	* ASSIGN
	* WHILE
	* EFFECTSTATUSMODIFIER
	* ON
	* ZONE
	* THEN
	* THEIR
	* TYPE
	* SUPERTYPE
	* TURNED
	* LOOKED
	* LBRACE
	* HIMSELF
	* __ANON_17
	* MONSTROSITY
	* CYCLE
	* OBJECTCHARACTERISTIC
	* OTHERWISE
	* WHEN
	* NUMBER
	* REVEALED
	* THIS
	* SUBTYPECREATUREB
	* ABANDON
	* QUALIFIER
	* YOUR
	* LEARN
	* LESS
	* POPULATE
	* MAY
	* DIE
	* GOAD
	* ATTACHED
	* FROM
	* TAPSYMBOL
	* AN
	* LOOK
	* BEEN
	* WIN
	* MILL
	* TAKE
	* SUPPORT
	* NO
	* BLOCKED
	* CARDINAL
	* ONLY
	* PREVENT
	* IN
	* CONTROLLED
	* CAST
	* WOULD
	* REGENERATE
	* REMAIN
	* EQUAL
	* TRANSFORM
	* CONTROL
	* LSQB
	* SUBTYPELAND
	* SPEND
	* TAPPEDSTATUSMODIFIER
	* SAME
	* COLORTERM
	* AFTER
	* UNTAP
	* ABILITYMODIFIER
	* SUBTYPEPLANAR
	* UNDER
	* COMBATSTATUSMODIFIER
	* FIGHT
	* GREATER
	* SUBTYPEPLANESWALKER
	* HAVE
	* CAN
	* COUNTER
	* GET
	* DISCARD
	* UNATTACHED
	* ADDITIONAL
	* ATTACK
	* EXPLORES
	* __ANON_19
	* EXILE
	* SUBTYPEENCHANTMENT
	* IF
	* DISCARDED
	* ABLE
	* CLASH
	* SHUFFLED
	* EXERT
	* NAMEREFSYMBOL
	* DETAIN
	* PLAYERCHARACTERISTIC
	* DREW
	* CHOOSE
	* GAINED
	* TAP
	* BOLSTER
	* PUT
	* AMASS
	* THOSE
	* PLAYERTERM
	* LOSE
	* NON
	* RETURN
	* DO
	* ATTACKED
	* A
	* PROLIFERATE
	* DASH
	* ORDINAL
","Adamant — If at least three white mana was spent to cast this spell, ~ enters with a +1/+1 counter on it."
9,Charming Prince,22.509270507999645,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, choose one —
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, choose one —
• Scry 2.
• You gain 3 life.
• Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step."
10,Gift of the Fae,22.511810033000074,False,"No terminal matches '+' in the current parser context, at line 1 col 22

Target creature gets +2/+1 and gains flying until end of turn
                     ^
Expected one of: 
	* WORD
	* DASH
",Target creature gets +2/+1 and gains flying until end of turn. (Then exile this card. You may cast the creature later from exile.)
11,Faerie Guidemother,22.628280905999418,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Flying
12,Deafening Silence,22.729197069999827,False,"No terminal matches '.' in the current parser context, at line 1 col 67

ore than one noncreature spell each turn.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Each player can not cast more than one noncreature spell each turn.
13,Flutterfox,22.493327179000516,False,"No terminal matches ',' in the current parser context, at line 1 col 50

s you control an artifact or enchantment, ~ has flying.
                                        ^
Expected one of: 
	* WORD
	* DASH
","As long as you control an artifact or enchantment, ~ has flying."
14,Knight of the Keep,3.266000021540094e-06,False,'text',
15,Fortifying Provisions,22.538665816000503,False,"No terminal matches '+' in the current parser context, at line 1 col 27

Creatures you control get +0/+1.
                          ^
Expected one of: 
	* WORD
	* DASH
","Creatures you control get +0/+1.
When ~ enters, create a Food token. (it is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."".)"
16,Chop Down,22.594386621000012,False,"No terminal matches '4' in the current parser context, at line 1 col 36

Destroy target creature with power 4 or greater. (Then exile this card. You
                                   ^
Expected one of: 
	* WORD
	* DASH
",Destroy target creature with power 4 or greater. (Then exile this card. You may cast the creature later from exile.)
17,Glass Casket,23.930758159000106,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, exile target creature an oppon
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, exile target creature an opponent controls with mana value 3 or less until ~ leaves the battlefield."
18,Harmonious Archon,24.334187919000215,False,"No terminal matches '-' in the current parser context, at line 2 col 4

Non-Archon creatures have base power and to
   ^
Expected one of: 
	* WORD
	* DASH
","Flying
Non-Archon creatures have base power and toughness 3/3.
When ~ enters, create two 1/1 white Human creature tokens."
19,Lonesome Unicorn,24.2921247889999,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Vigilance
20,Hushbringer,24.45983988700027,False,"No terminal matches ',' in the current parser context, at line 1 col 7

Flying, lifelink
      ^
Expected one of: 
	* WORD
	* DASH
","Flying, lifelink
Creatures entering or dying do not cause abilities to trigger."
21,Happily Ever After,24.732789449999473,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, each player gains 5 life and d
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, each player gains 5 life and draws a card.
At the beginning of your upkeep, if there are five colors among permanents you control, there are six or more card types among permanents you control and/or cards in your graveyard, and your life total is greater than or equal to your starting life total, you win the game."
22,"Linden, the Steadfast Queen",24.5949744619993,False,"No terminal matches ',' in the current parser context, at line 2 col 46

ver a white creature you control attacks, you gain 1 life.
                                        ^
Expected one of: 
	* WORD
	* DASH
","Vigilance
Whenever a white creature you control attacks, you gain 1 life."
23,Rider in Need,24.675389923000694,False,"No terminal matches '2' in the current parser context, at line 1 col 10

Create a 2/2 white Knight creature token with vig
         ^
Expected one of: 
	* WORD
	* DASH
",Create a 2/2 white Knight creature token with vigilance. (Then exile this card. You may cast the creature later from exile.)
24,Mysterious Pathlighter,24.809925409999778,False,"No terminal matches '+' in the current parser context, at line 2 col 75

 an Adventure enters with an additional +1/+1 counter on it. (It does not need t
                                        ^
Expected one of: 
	* WORD
	* DASH
","Flying
Each creature you control that has an Adventure enters with an additional +1/+1 counter on it. (It does not need to have gone on the adventure first.)"
25,Shepherd of the Flock,3.5069997466052882e-06,False,'text',
26,Cast Off,24.416943115999857,False,"No terminal matches '-' in the current parser context, at line 1 col 16

Destroy all non-Giant creatures. (Then exile this card.
               ^
Expected one of: 
	* WORD
	* DASH
",Destroy all non-Giant creatures. (Then exile this card. You may cast the creature later from exile.)
27,Rally for the Throne,24.560765729000195,False,"No terminal matches '1' in the current parser context, at line 1 col 12

Create two 1/1 white Human creature tokens.
           ^
Expected one of: 
	* WORD
	* DASH
","Create two 1/1 white Human creature tokens.
Adamant — If at least three white mana was spent to cast this spell, you gain 1 life for each creature you control."
28,Prized Griffin,24.689055945999826,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Flying
29,Silverflame Squire,3.64600055036135e-06,False,'text',
30,Realm-Cloaked Giant,24.660814038999888,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Vigilance
31,Usher to Safety,22.19236789200022,False,"No terminal matches ''' in the current parser context, at line 1 col 49

arget permanent you control to its owner's hand. (Then exile this card. You may 
                                        ^
Expected one of: 
	* WORD
	* DASH
",Return target permanent you control to its owner's hand. (Then exile this card. You may cast the creature later from exile.)
32,Righteousness,24.58645637599966,False,"No terminal matches '+' in the current parser context, at line 1 col 31

Target blocking creature gets +7/+7 until end of turn.
                              ^
Expected one of: 
	* WORD
	* DASH
",Target blocking creature gets +7/+7 until end of turn.
33,Shining Armor,24.288026020999496,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, attach it to target Knight you
     ^
Expected one of: 
	* WORD
	* DASH
","Flash
When ~ enters, attach it to target Knight you control.
Equipped creature gets +0/+2 and has vigilance.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)"
34,On Alert,24.449161999999887,False,"No terminal matches '+' in the current parser context, at line 1 col 22

Target creature gets +2/+2 until end of turn. Untap it. (Then
                     ^
Expected one of: 
	* WORD
	* DASH
",Target creature gets +2/+2 until end of turn. Untap it. (Then exile this card. You may cast the creature later from exile.)
