,name,duration,parsed,error,text
0,Ashes of the Abhorrent,22.097528248000344,False,"No terminal matches '.' in the current parser context, at line 1 col 89

ctivate abilities of cards in graveyards.
                                        ^
Expected one of: 
	* DASH
	* WORD
","Players can not cast spells from graveyards or activate abilities of cards in graveyards.
Whenever a creature dies, you gain 1 life."
1,Axis of Mortality,22.323820082999646,False,"No terminal matches ',' in the current parser context, at line 1 col 32

At the beginning of your upkeep, you may have two target players exchan
                               ^
Expected one of: 
	* DASH
	* WORD
","At the beginning of your upkeep, you may have two target players exchange life totals."
2,Adanto Vanguard,22.434112374999586,False,"No terminal matches '~' in the current parser context, at line 1 col 12

As long as ~ is attacking, it gets +2/+0.
           ^
Expected one of: 
	* DASH
	* WORD
","As long as ~ is attacking, it gets +2/+0.
Pay 4 life: ~ gains indestructible until end of turn. (Damage and effects that say ""destroy"" do not destroy it.)"
3,Bright Reprisal,22.320777834000182,False,"No terminal matches '.' in the current parser context, at line 1 col 34

Destroy target attacking creature.
                                 ^
Expected one of: 
	* DASH
	* WORD
","Destroy target attacking creature.
Draw a card."
4,Bishop's Soldier,22.34838889799994,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Lifelink
5,Bishop of Rebirth,22.35634251800002,False,"No terminal matches '~' in the current parser context, at line 2 col 10

Whenever ~ attacks, you may return target creatur
         ^
Expected one of: 
	* DASH
	* WORD
","Vigilance
Whenever ~ attacks, you may return target creature card with mana value 3 or less from your graveyard to the battlefield."
6,Demystify,22.40372828699992,False,"No terminal matches '.' in the current parser context, at line 1 col 27

Destroy target enchantment.
                          ^
Expected one of: 
	* DASH
	* WORD
",Destroy target enchantment.
7,Duskborne Skymarcher,25.281692456999735,False,"No terminal matches '{' in the current parser context, at line 2 col 1

{W}, {T}: Target attacking Vampire gets 
^
Expected one of: 
	* DASH
	* WORD
","Flying
{W}, {T}: Target attacking Vampire gets +1/+1 until end of turn."
8,Bellowing Aegisaur,47.336964225999964,False,"No terminal matches 'W' in the current parser context, at line 1 col 10

Enrage — Whenever ~ is dealt damage, put a +1/+1 
         ^
Expected one of: 
	* THEIR
	* TYPE
	* COLORTERM
	* FOR
	* BEEN
	* THEN
	* UNATTACHED
	* REVEAL
	* BOLSTER
	* __ANON_14
	* OTHER
	* INTO
	* CAN
	* LOSE
	* FORAGE
	* BECOME
	* TAKE
	* THESE
	* __ANON_17
	* SUPERTYPE
	* REVEALED
	* CHOSE
	* SACRIFICE
	* NUMBER
	* DREW
	* GOAD
	* NO
	* CONTROL
	* TARGET
	* MAY
	* FATESEAL
	* OTHERWISE
	* FIGHT
	* DEAL
	* ATTACHED
	* ANY
	* DRAW
	* THIS
	* MANIFEST
	* DIE
	* UNTAPSYMBOL
	* PUT
	* ONLY
	* SCRY
	* SKIP
	* UP
	* X
	* FROM
	* AN
	* WOULD
	* SPEND
	* BLOCKED
	* ALL
	* QUALIFIER
	* HERSELF
	* GREATER
	* ABANDON
	* MONSTROSITY
	* ITSELF
	* ACTIVATE
	* SUBTYPEPLANAR
	* SUBTYPEARTIFACT
	* SUPPORT
	* CREATE
	* DISCARD
	* DASH
	* DISCOVER
	* TIMES
	* LSQB
	* KEYWORDSTATUSMODIFIER
	* DAMAGETYPE
	* SUBTYPESPELL
	* LEARN
	* SUSPECT
	* ABILITYMODIFIER
	* STAR
	* MORE
	* TRANSFORM
	* __ANON_15
	* FLIP
	* AT
	* SWITCH
	* PAY
	* ASSIGN
	* WITHOUT
	* DOES
	* DESTROY
	* SACRIFICED
	* GET
	* SURVEIL
	* HAS
	* EACH
	* HIMSELF
	* CYCLE
	* ZONE
	* PLAYERTERM
	* A
	* DOUBLE
	* ATTACH
	* WHENEVER
	* LESS
	* IT
	* SAME
	* MELD
	* PLAYED
	* PREVENT
	* EXPLORES
	* LBRACE
	* BLOCK
	* MILL
	* PLAYERCHARACTERISTIC
	* DETAIN
	* WHILE
	* WIN
	* ON
	* UNDER
	* CLOAK
	* ADAPT
	* HAVE
	* THE
	* ADDITIONAL
	* ITS
	* SHUFFLE
	* __ANON_19
	* WITH
	* __ANON_21
	* CONTROLLED
	* CARDINAL
	* WHEN
	* SEARCH
	* ORDINAL
	* SUBTYPECREATUREB
	* GAINED
	* CHOOSE
	* THAT
	* UNATTACH
	* SUBTYPECREATUREA
	* FREQUENCY
	* SUBTYPEENCHANTMENT
	* DO
	* ADD
	* LOOKED
	* TAP
	* CONVERT
	* ATTACK
	* TURNED
	* TAPPEDSTATUSMODIFIER
	* __ANON_20
	* TURN
	* COUNTER
	* EXERT
	* AS
	* NAMEREFSYMBOL
	* HAD
	* PROLIFERATE
	* NON
	* THEM
	* EXCHANGE
	* IS
	* LEVEL
	* OBJECTCHARACTERISTIC
	* UNTIL
	* EFFECTSTATUSMODIFIER
	* SUBTYPELAND
	* GAIN
	* IF
	* ONTO
	* SHUFFLED
	* SUBTYPEPLANESWALKER
	* ABLE
	* LOOK
	* REMAIN
	* INCUBATE
	* THOSE
	* YOUR
	* UNTAP
	* DISCARDED
	* IN
	* ATTACKED
	* BE
	* CLASH
	* AMASS
	* __ANON_18
	* INVESTIGATE
	* POPULATE
	* CONNIVE
	* COMBATSTATUSMODIFIER
	* EQUAL
	* RETURN
	* REMOVE
	* REGENERATE
	* SEARCHED
	* EXILE
	* TAPSYMBOL
	* CYCLED
	* PLAY
	* WHO
	* AFTER
	* CAST
","Enrage — Whenever ~ is dealt damage, put a +1/+1 counter on each other creature you control."
9,Encampment Keeper,25.163013201000012,False,"No terminal matches '{' in the current parser context, at line 2 col 1

{7}{W}, {T}, Sacrifice ~: Creatures you 
^
Expected one of: 
	* DASH
	* WORD
","First strike
{7}{W}, {T}, Sacrifice ~: Creatures you control get +2/+2 until end of turn."
10,Emissary of Sunrise,25.238164055000198,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, it explores. (Reveal the top c
     ^
Expected one of: 
	* DASH
	* WORD
","First strike
When ~ enters, it explores. (Reveal the top card of your library. Put that card into your hand if it is a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)"
