,name,duration,parsed,error,text
0,Bishop of Rebirth,30.095928904000175,False,"No terminal matches '~' in the current parser context, at line 2 col 10

Whenever ~ attacks, you may return target creatur
         ^
Expected one of: 
	* WORD
	* DASH
","Vigilance
Whenever ~ attacks, you may return target creature card with mana value 3 or less from your graveyard to the battlefield."
1,Bishop's Soldier,29.94214278299978,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Lifelink
2,Ashes of the Abhorrent,30.151970119999987,False,"No terminal matches '.' in the current parser context, at line 1 col 89

ctivate abilities of cards in graveyards.
                                        ^
Expected one of: 
	* WORD
	* DASH
","Players can not cast spells from graveyards or activate abilities of cards in graveyards.
Whenever a creature dies, you gain 1 life."
3,Demystify,29.922747569999956,False,"No terminal matches '.' in the current parser context, at line 1 col 27

Destroy target enchantment.
                          ^
Expected one of: 
	* WORD
	* DASH
",Destroy target enchantment.
4,Axis of Mortality,30.111184025000057,False,"No terminal matches ',' in the current parser context, at line 1 col 32

At the beginning of your upkeep, you may have two target players exchan
                               ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of your upkeep, you may have two target players exchange life totals."
5,Adanto Vanguard,29.97016903599979,False,"No terminal matches '~' in the current parser context, at line 1 col 12

As long as ~ is attacking, it gets +2/+0.
           ^
Expected one of: 
	* WORD
	* DASH
","As long as ~ is attacking, it gets +2/+0.
Pay 4 life: ~ gains indestructible until end of turn. (Damage and effects that say ""destroy"" do not destroy it.)"
6,Bright Reprisal,29.96167105800032,False,"No terminal matches '.' in the current parser context, at line 1 col 34

Destroy target attacking creature.
                                 ^
Expected one of: 
	* WORD
	* DASH
","Destroy target attacking creature.
Draw a card."
7,Bellowing Aegisaur,56.988995068999884,False,"No terminal matches 'W' in the current parser context, at line 1 col 10

Enrage — Whenever ~ is dealt damage, put a +1/+1 
         ^
Expected one of: 
	* OTHERWISE
	* ITSELF
	* __ANON_18
	* TIMES
	* IN
	* SKIP
	* GREATER
	* DIE
	* FATESEAL
	* SUBTYPEPLANESWALKER
	* __ANON_21
	* DO
	* ATTACH
	* ONLY
	* SWITCH
	* DRAW
	* SACRIFICE
	* WHO
	* SUSPECT
	* COMBATSTATUSMODIFIER
	* TYPE
	* IF
	* THESE
	* GOAD
	* THEN
	* ATTACKED
	* SCRY
	* ADDITIONAL
	* ACTIVATE
	* DOUBLE
	* HIMSELF
	* EXILE
	* INVESTIGATE
	* LBRACE
	* REMAIN
	* ORDINAL
	* TAKE
	* WHEN
	* BECOME
	* BOLSTER
	* DETAIN
	* FORAGE
	* WOULD
	* PUT
	* UNATTACH
	* WITH
	* CYCLE
	* A
	* ITS
	* X
	* THEIR
	* ATTACK
	* SUBTYPELAND
	* NAMEREFSYMBOL
	* WHENEVER
	* PLAYED
	* SHUFFLE
	* IS
	* WHILE
	* SEARCHED
	* PLAYERTERM
	* AN
	* SUBTYPESPELL
	* MELD
	* UNDER
	* LEVEL
	* HERSELF
	* NON
	* HAD
	* TAPSYMBOL
	* TARGET
	* SACRIFICED
	* DISCOVER
	* OBJECTCHARACTERISTIC
	* NUMBER
	* DAMAGETYPE
	* COUNTER
	* TAP
	* CONTROLLED
	* QUALIFIER
	* __ANON_14
	* BE
	* CYCLED
	* WIN
	* CARDINAL
	* FLIP
	* ANY
	* SUBTYPEPLANAR
	* PREVENT
	* POPULATE
	* FIGHT
	* CONNIVE
	* __ANON_15
	* SURVEIL
	* MONSTROSITY
	* __ANON_20
	* DEAL
	* REVEALED
	* KEYWORDSTATUSMODIFIER
	* TRANSFORM
	* CLASH
	* UP
	* LOSE
	* UNATTACHED
	* EQUAL
	* GAINED
	* CONVERT
	* DISCARD
	* ADD
	* REMOVE
	* TAPPEDSTATUSMODIFIER
	* LEARN
	* INCUBATE
	* EXERT
	* CONTROL
	* SUBTYPECREATUREB
	* ADAPT
	* CAST
	* ABLE
	* ON
	* GET
	* BLOCKED
	* ALL
	* FREQUENCY
	* BLOCK
	* LOOK
	* CLOAK
	* THIS
	* SUPERTYPE
	* WITHOUT
	* NO
	* ASSIGN
	* HAS
	* COLORTERM
	* TURN
	* LESS
	* EFFECTSTATUSMODIFIER
	* PLAY
	* CHOSE
	* THOSE
	* UNTIL
	* EXCHANGE
	* AT
	* MORE
	* UNTAP
	* AS
	* DREW
	* THE
	* DASH
	* ONTO
	* INTO
	* SHUFFLED
	* FOR
	* CAN
	* PAY
	* MILL
	* ABANDON
	* YOUR
	* CREATE
	* IT
	* TURNED
	* GAIN
	* SUBTYPECREATUREA
	* REGENERATE
	* __ANON_17
	* EACH
	* RETURN
	* OTHER
	* SUBTYPEARTIFACT
	* UNTAPSYMBOL
	* LOOKED
	* SEARCH
	* __ANON_19
	* FROM
	* REVEAL
	* SPEND
	* AMASS
	* SAME
	* SUPPORT
	* STAR
	* MANIFEST
	* DOES
	* SUBTYPEENCHANTMENT
	* MAY
	* THAT
	* LSQB
	* HAVE
	* THEM
	* BEEN
	* PROLIFERATE
	* CHOOSE
	* DESTROY
	* ATTACHED
	* PLAYERCHARACTERISTIC
	* ZONE
	* DISCARDED
	* ABILITYMODIFIER
	* AFTER
	* EXPLORES
","Enrage — Whenever ~ is dealt damage, put a +1/+1 counter on each other creature you control."
8,Emissary of Sunrise,27.406222708000314,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, it explores. (Reveal the top c
     ^
Expected one of: 
	* WORD
	* DASH
","First strike
When ~ enters, it explores. (Reveal the top card of your library. Put that card into your hand if it is a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)"
9,Encampment Keeper,27.406524391999938,False,"No terminal matches '{' in the current parser context, at line 2 col 1

{7}{W}, {T}, Sacrifice ~: Creatures you 
^
Expected one of: 
	* WORD
	* DASH
","First strike
{7}{W}, {T}, Sacrifice ~: Creatures you control get +2/+2 until end of turn."
