,name,duration,parsed,error,text
0,Angel of Mercy,22.156919114000004,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, you gain 3 life.
     ^
Expected one of: 
	* WORD
	* DASH
","Flying
When ~ enters, you gain 3 life."
1,Ancestor's Chosen,22.27459244299999,False,"No terminal matches '(' in the current parser context, at line 1 col 14

First strike (This creature deals combat damage befor
             ^
Expected one of: 
	* WORD
	* DASH
","First strike (This creature deals combat damage before creatures without first strike.)
When ~ enters, you gain 1 life for each card in your graveyard."
2,Aven Cloudchaser,22.77731905600001,False,"No terminal matches '(' in the current parser context, at line 1 col 8

Flying (This creature can not be blocked except
       ^
Expected one of: 
	* WORD
	* DASH
","Flying (This creature can not be blocked except by creatures with flying or reach.)
When ~ enters, destroy target enchantment."
3,Angelic Chorus,22.868072163999983,False,"No terminal matches ',' in the current parser context, at line 1 col 39

Whenever a creature you control enters, you gain life equal to its toughness.
                                      ^
Expected one of: 
	* WORD
	* DASH
","Whenever a creature you control enters, you gain life equal to its toughness."
4,Angelic Blessing,22.738662643999987,False,"No terminal matches '+' in the current parser context, at line 1 col 22

Target creature gets +3/+3 and gains flying until end of turn
                     ^
Expected one of: 
	* WORD
	* DASH
",Target creature gets +3/+3 and gains flying until end of turn. (It can not be blocked except by creatures with flying or reach.)
5,Angelic Wall,22.897810467,False,"No terminal matches '(' in the current parser context, at line 1 col 10

Defender (This creature can not attack.)
         ^
Expected one of: 
	* WORD
	* DASH
","Defender (This creature can not attack.)
Flying"
6,Aura of Silence,22.859958043999995,False,"No terminal matches '{' in the current parser context, at line 1 col 58

antment spells your opponents cast cost {2} more to cast.
                                        ^
Expected one of: 
	* WORD
	* DASH
","Artifact and enchantment spells your opponents cast cost {2} more to cast.
Sacrifice ~: Destroy target artifact or enchantment."
7,Bandage,25.543614124000015,False,"No terminal matches '1' in the current parser context, at line 1 col 18

Prevent the next 1 damage that would be dealt to any targ
                 ^
Expected one of: 
	* WORD
	* DASH
","Prevent the next 1 damage that would be dealt to any target this turn.
Draw a card."
8,Beacon of Immortality,25.618445350000002,False,"No terminal matches ''' in the current parser context, at line 1 col 21

Double target player's life total. Shuffle ~ into its owner'
                    ^
Expected one of: 
	* WORD
	* DASH
",Double target player's life total. Shuffle ~ into its owner's library.
9,Benalish Knight,25.315553018000003,False,"No terminal matches '(' in the current parser context, at line 1 col 7

Flash (You may cast this spell any time you co
      ^
Expected one of: 
	* WORD
	* DASH
","Flash (You may cast this spell any time you could cast an instant.)
First strike (This creature deals combat damage before creatures without first strike.)"
10,"Cho-Manno, Revolutionary",25.37638656499999,False,"No terminal matches '~' in the current parser context, at line 1 col 43

event all damage that would be dealt to ~f.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Prevent all damage that would be dealt to ~f.
11,Condemn,25.40694762999999,False,"No terminal matches ''' in the current parser context, at line 1 col 57

king creature on the bottom of its owner's library. Its controller gains life eq
                                        ^
Expected one of: 
	* WORD
	* DASH
",Put target attacking creature on the bottom of its owner's library. Its controller gains life equal to its toughness.
12,Demystify,25.40209251600001,False,"No terminal matches '.' in the current parser context, at line 1 col 27

Destroy target enchantment.
                          ^
Expected one of: 
	* WORD
	* DASH
",Destroy target enchantment.
13,Field Marshal,25.44490989899998,False,"No terminal matches '+' in the current parser context, at line 1 col 29

Other Soldier creatures get +1/+1 and have first strike. (They deal 
                            ^
Expected one of: 
	* WORD
	* DASH
",Other Soldier creatures get +1/+1 and have first strike. (They deal combat damage before creatures without first strike.)
14,Glorious Anthem,24.571930965000007,False,"No terminal matches '+' in the current parser context, at line 1 col 27

Creatures you control get +1/+1.
                          ^
Expected one of: 
	* WORD
	* DASH
",Creatures you control get +1/+1.
15,Heart of Light,24.807816790000004,False,"No terminal matches '(' in the current parser context, at line 1 col 18

Enchant creature (Target a creature as you cast this. Thi
                 ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature (Target a creature as you cast this. This card enters attached to that creature.)
Prevent all damage that would be dealt to and dealt by enchanted creature."
16,High Ground,24.84841325100001,False,"No terminal matches '.' in the current parser context, at line 1 col 71

block an additional creature each combat.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Each creature you control can block an additional creature each combat.
17,Holy Day,24.810310713999996,False,"No terminal matches '.' in the current parser context, at line 1 col 56

bat damage that would be dealt this turn.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Prevent all combat damage that would be dealt this turn.
18,Holy Strength,24.858382570000003,False,"No terminal matches '+' in the current parser context, at line 2 col 25

Enchanted creature gets +1/+2.
                        ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature
Enchanted creature gets +1/+2."
19,Ghost Warden,47.100681210000005,False,"No terminal matches 'T' in the current parser context, at line 1 col 6

{T}: Target creature gets +1/+1 until end of 
     ^
Expected one of: 
	* AFTER
	* CONNIVE
	* AT
	* NO
	* ATTACKED
	* MONSTROSITY
	* MILL
	* ITS
	* OTHERWISE
	* TARGET
	* CARDINAL
	* BECOME
	* THEIR
	* SUBTYPELAND
	* INCUBATE
	* HAVE
	* FOR
	* PREVENT
	* ATTACH
	* CONTROLLED
	* DAMAGETYPE
	* TAP
	* THEN
	* PLAYERCHARACTERISTIC
	* REGENERATE
	* UNTAP
	* PROLIFERATE
	* BEEN
	* UNTIL
	* LSQB
	* CLASH
	* CYCLED
	* WOULD
	* BLOCKED
	* ABANDON
	* ORDINAL
	* HIMSELF
	* ADD
	* MELD
	* __ANON_20
	* FROM
	* __ANON_17
	* SUPPORT
	* WITH
	* THE
	* A
	* ABLE
	* GET
	* INVESTIGATE
	* REMAIN
	* TRANSFORM
	* DIE
	* REVEAL
	* ASSIGN
	* __ANON_19
	* CONTROL
	* WHENEVER
	* LESS
	* COUNTER
	* NON
	* __ANON_15
	* CAN
	* NUMBER
	* PAY
	* CHOSE
	* HAS
	* EXERT
	* FATESEAL
	* SUBTYPECREATUREA
	* ONLY
	* UNTAPSYMBOL
	* DOES
	* DISCOVER
	* IS
	* DO
	* EFFECTSTATUSMODIFIER
	* EACH
	* THIS
	* OBJECTCHARACTERISTIC
	* ABILITYMODIFIER
	* TYPE
	* __ANON_14
	* TAPSYMBOL
	* QUALIFIER
	* SCRY
	* THESE
	* UP
	* __ANON_21
	* BLOCK
	* __ANON_18
	* AS
	* REVEALED
	* WHILE
	* ACTIVATE
	* GREATER
	* DEAL
	* THEM
	* EQUAL
	* SUBTYPECREATUREB
	* CYCLE
	* CLOAK
	* IT
	* SHUFFLE
	* POPULATE
	* INTO
	* LOSE
	* DREW
	* COLORTERM
	* HERSELF
	* CHOOSE
	* ITSELF
	* SEARCHED
	* MORE
	* ADDITIONAL
	* SACRIFICE
	* THAT
	* PLAY
	* AN
	* WITHOUT
	* ADAPT
	* RETURN
	* IF
	* OTHER
	* STAR
	* GOAD
	* FREQUENCY
	* ON
	* NAMEREFSYMBOL
	* DISCARDED
	* LBRACE
	* SEARCH
	* ZONE
	* TIMES
	* ONTO
	* SAME
	* SPEND
	* PUT
	* SACRIFICED
	* ATTACHED
	* SHUFFLED
	* YOUR
	* MANIFEST
	* DESTROY
	* LOOKED
	* DASH
	* CONVERT
	* LEARN
	* WHEN
	* X
	* DOUBLE
	* BOLSTER
	* AMASS
	* SUBTYPEPLANESWALKER
	* TURN
	* BE
	* PLAYERTERM
	* LOOK
	* WIN
	* CREATE
	* SUBTYPEENCHANTMENT
	* SURVEIL
	* TURNED
	* COMBATSTATUSMODIFIER
	* SUSPECT
	* ATTACK
	* SUBTYPEPLANAR
	* ANY
	* SUBTYPESPELL
	* UNDER
	* SKIP
	* SUBTYPEARTIFACT
	* DRAW
	* KEYWORDSTATUSMODIFIER
	* EXPLORES
	* WHO
	* UNATTACHED
	* IN
	* EXILE
	* MAY
	* LEVEL
	* DETAIN
	* TAKE
	* GAINED
	* SUPERTYPE
	* UNATTACH
	* ALL
	* SWITCH
	* GAIN
	* FORAGE
	* FLIP
	* TAPPEDSTATUSMODIFIER
	* CAST
	* HAD
	* PLAYED
	* THOSE
	* EXCHANGE
	* REMOVE
	* FIGHT
	* DISCARD
",{T}: Target creature gets +1/+1 until end of turn.
20,Loyal Sentry,22.850736155999982,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ blocks a creature, destroy that creatu
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ blocks a creature, destroy that creature and ~."
