,name,duration,parsed,error,text
0,Always Watching,23.73155183400013,False,"No terminal matches '+' in the current parser context, at line 1 col 36

Nontoken creatures you control get +1/+1 and have vigilance.
                                   ^
Expected one of: 
	* DASH
	* WORD
",Nontoken creatures you control get +1/+1 and have vigilance.
1,Apothecary Geist,24.010600151999824,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, if you control another Spirit,
     ^
Expected one of: 
	* DASH
	* WORD
","Flying
When ~ enters, if you control another Spirit, you gain 3 life."
2,Archangel Avacyn,24.04223260099934,False,"No terminal matches ',' in the current parser context, at line 2 col 7

Flying, vigilance
      ^
Expected one of: 
	* DASH
	* WORD
","Flash
Flying, vigilance
When ~ enters, creatures you control gain indestructible until end of turn.
When a non-Angel creature you control dies, transform ~ at the beginning of the next upkeep."
3,Avacynian Missionaries,24.284490359999836,False,"No terminal matches ',' in the current parser context, at line 1 col 34

At the beginning of your end step, if ~ is equipped, transform it.
                                 ^
Expected one of: 
	* DASH
	* WORD
","At the beginning of your end step, if ~ is equipped, transform it."
4,Lunarch Inquisitors,24.242572638999263,False,"No terminal matches '~' in the current parser context, at line 1 col 36

When this creature transforms into ~, you may exile another target creature
                                   ^
Expected one of: 
	* DASH
	* WORD
","When this creature transforms into ~, you may exile another target creature until ~ leaves the battlefield."
5,"Avacyn, the Purifier",24.235918462998598,False,"No terminal matches '~' in the current parser context, at line 2 col 36

When this creature transforms into ~f, it deals 3 damage to each other crea
                                   ^
Expected one of: 
	* DASH
	* WORD
","Flying
When this creature transforms into ~f, it deals 3 damage to each other creature and each opponent."
6,Angelic Purge,24.330501646998528,False,"No terminal matches ',' in the current parser context, at line 1 col 41

As an additional cost to cast this spell, sacrifice a permanent.
                                        ^
Expected one of: 
	* DASH
	* WORD
","As an additional cost to cast this spell, sacrifice a permanent.
Exile target artifact, creature, or enchantment."
7,Angel of Deliverance,49.74716957000055,False,"No terminal matches 'W' in the current parser context, at line 2 col 12

Delirium — Whenever ~ deals damage, if there are fo
           ^
Expected one of: 
	* DISCOVER
	* REMOVE
	* THESE
	* BECOME
	* SHUFFLE
	* __ANON_17
	* UNTAP
	* CARDINAL
	* CONTROLLED
	* SACRIFICED
	* SUBTYPEPLANAR
	* CYCLE
	* TRANSFORM
	* ASSIGN
	* UNTAPSYMBOL
	* PREVENT
	* DIE
	* SEARCHED
	* MONSTROSITY
	* IN
	* COLORTERM
	* TAP
	* ITSELF
	* SUBTYPEPLANESWALKER
	* IF
	* SUSPECT
	* ORDINAL
	* ACTIVATE
	* DEAL
	* SUPPORT
	* HAS
	* THOSE
	* TURN
	* THIS
	* SCRY
	* NAMEREFSYMBOL
	* STAR
	* OBJECTCHARACTERISTIC
	* SPEND
	* CLOAK
	* LOSE
	* RETURN
	* TAPPEDSTATUSMODIFIER
	* DRAW
	* __ANON_19
	* BE
	* PAY
	* TIMES
	* PUT
	* OTHER
	* ZONE
	* AFTER
	* CONNIVE
	* BLOCK
	* FATESEAL
	* CAN
	* AMASS
	* ONTO
	* BEEN
	* AT
	* REVEALED
	* DREW
	* A
	* LOOK
	* EQUAL
	* UNDER
	* ABLE
	* GAINED
	* ADD
	* X
	* COUNTER
	* WHO
	* PLAYERTERM
	* POPULATE
	* REMAIN
	* LEARN
	* ALL
	* FOR
	* MORE
	* ADAPT
	* DO
	* THEN
	* ITS
	* CYCLED
	* UNATTACHED
	* DOES
	* CLASH
	* CAST
	* ADDITIONAL
	* EXCHANGE
	* SHUFFLED
	* EXERT
	* NUMBER
	* ON
	* ATTACH
	* TURNED
	* INTO
	* DASH
	* TAKE
	* SUPERTYPE
	* SEARCH
	* BOLSTER
	* CREATE
	* EXILE
	* CONVERT
	* UNTIL
	* THEM
	* SURVEIL
	* DISCARD
	* BLOCKED
	* HERSELF
	* CHOOSE
	* GREATER
	* DOUBLE
	* EXPLORES
	* FREQUENCY
	* MELD
	* UP
	* ABILITYMODIFIER
	* TYPE
	* __ANON_14
	* INCUBATE
	* IS
	* ATTACHED
	* SUBTYPESPELL
	* PLAYED
	* ONLY
	* UNATTACH
	* LBRACE
	* __ANON_18
	* WITH
	* PLAYERCHARACTERISTIC
	* SACRIFICE
	* INVESTIGATE
	* REVEAL
	* FORAGE
	* WHEN
	* LOOKED
	* HIMSELF
	* HAD
	* GAIN
	* SUBTYPELAND
	* OTHERWISE
	* TARGET
	* SUBTYPECREATUREA
	* TAPSYMBOL
	* __ANON_21
	* DETAIN
	* EACH
	* HAVE
	* DISCARDED
	* CHOSE
	* EFFECTSTATUSMODIFIER
	* PROLIFERATE
	* THE
	* MAY
	* DAMAGETYPE
	* LESS
	* MILL
	* __ANON_20
	* WITHOUT
	* SUBTYPEENCHANTMENT
	* WHILE
	* __ANON_15
	* IT
	* SWITCH
	* KEYWORDSTATUSMODIFIER
	* WIN
	* WOULD
	* QUALIFIER
	* YOUR
	* GOAD
	* ANY
	* GET
	* SAME
	* COMBATSTATUSMODIFIER
	* AS
	* AN
	* THEIR
	* ATTACKED
	* CONTROL
	* REGENERATE
	* NON
	* SUBTYPEARTIFACT
	* PLAY
	* THAT
	* LEVEL
	* ATTACK
	* DESTROY
	* WHENEVER
	* LSQB
	* FIGHT
	* SUBTYPECREATUREB
	* NO
	* FROM
	* ABANDON
	* SKIP
	* FLIP
	* MANIFEST
","Flying
Delirium — Whenever ~ deals damage, if there are four or more card types among cards in your graveyard, exile target creature an opponent controls."
8,Devilthorn Fox,3.1859999580774456e-06,False,'text',
9,Bound by Moonsilver,26.53304716799903,False,"No terminal matches ',' in the current parser context, at line 2 col 34

Enchanted creature can not attack, block, or transform.
                                 ^
Expected one of: 
	* DASH
	* WORD
","Enchant creature
Enchanted creature can not attack, block, or transform.
Sacrifice another permanent: Attach ~ to target creature. Activate only as a sorcery and only once each turn."
