,name,duration,parsed,error,text
0,Archon of Absolution,22.54023258399957,False,"No terminal matches '(' in the current parser context, at line 2 col 23

Protection from white (This creature can not be blocked, targe
                      ^
Expected one of: 
	* DASH
	* WORD
","Flying
Protection from white (This creature can not be blocked, targeted, dealt damage, enchanted, or equipped by anything white.)
Creatures can not attack you or planeswalkers you control unless their controller pays {1} for each of those creatures."
1,Dizzying Swoop,22.630185297000025,False,"No terminal matches '.' in the current parser context, at line 1 col 31

Tap up to two target creatures. (Then exile this card. You may cast th
                              ^
Expected one of: 
	* DASH
	* WORD
",Tap up to two target creatures. (Then exile this card. You may cast the creature later from exile.)
2,Ardenvale Tactician,24.019505905999722,False,"Unexpected end-of-input. Expected one of: 
	* DASH
	* WORD
",Flying
3,Bartered Cow,22.497565257999668,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ dies or when you discard it, create a 
     ^
Expected one of: 
	* DASH
	* WORD
","When ~ dies or when you discard it, create a Food token. (it is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."".)"
4,All That Glitters,24.574254021999877,False,"No terminal matches '+' in the current parser context, at line 2 col 25

Enchanted creature gets +1/+1 for each artifact and/or enchantme
                        ^
Expected one of: 
	* DASH
	* WORD
","Enchant creature
Enchanted creature gets +1/+1 for each artifact and/or enchantment you control."
5,Beloved Princess,24.42942540199965,False,"No terminal matches '~' in the current parser context, at line 2 col 1

~ can not be blocked by creatures with p
^
Expected one of: 
	* DASH
	* WORD
","Lifelink
~ can not be blocked by creatures with power 3 or greater."
6,Acclaimed Contender,25.487031591000232,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, if you control another Knight,
     ^
Expected one of: 
	* DASH
	* WORD
","When ~ enters, if you control another Knight, look at the top five cards of your library. You may reveal a Knight, Aura, Equipment, or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
7,Ardenvale Paladin,51.97425190500053,False,"No terminal matches 'I' in the current parser context, at line 1 col 11

Adamant — If at least three white mana was spent t
          ^
Expected one of: 
	* REGENERATE
	* POPULATE
	* LEVEL
	* EXILE
	* __ANON_14
	* CLOAK
	* ADD
	* GREATER
	* EXCHANGE
	* PREVENT
	* SUBTYPELAND
	* MILL
	* LEARN
	* AN
	* ON
	* CHOSE
	* WHEN
	* DETAIN
	* DISCARDED
	* INCUBATE
	* GOAD
	* SHUFFLE
	* SKIP
	* FOR
	* DAMAGETYPE
	* PLAYED
	* PUT
	* THEIR
	* DEAL
	* THEN
	* MANIFEST
	* NON
	* THEM
	* DO
	* __ANON_21
	* WOULD
	* WHO
	* ABLE
	* WIN
	* CARDINAL
	* COUNTER
	* EXERT
	* THESE
	* SUSPECT
	* BEEN
	* CREATE
	* EQUAL
	* SUPPORT
	* CYCLED
	* CHOOSE
	* FORAGE
	* PLAYERCHARACTERISTIC
	* ADAPT
	* LOSE
	* UP
	* HAD
	* SACRIFICED
	* SEARCH
	* SWITCH
	* BLOCKED
	* FATESEAL
	* TAKE
	* DISCOVER
	* SURVEIL
	* THOSE
	* HAVE
	* BECOME
	* NAMEREFSYMBOL
	* UNATTACH
	* __ANON_18
	* THIS
	* IN
	* ADDITIONAL
	* FLIP
	* ORDINAL
	* HIMSELF
	* THE
	* NUMBER
	* SUBTYPECREATUREA
	* KEYWORDSTATUSMODIFIER
	* CYCLE
	* TAPPEDSTATUSMODIFIER
	* REMAIN
	* TAPSYMBOL
	* DESTROY
	* PLAY
	* LOOK
	* UNDER
	* ATTACHED
	* PAY
	* EXPLORES
	* REVEALED
	* CONNIVE
	* DREW
	* IF
	* CONTROL
	* TURNED
	* QUALIFIER
	* SEARCHED
	* SUBTYPESPELL
	* SAME
	* OTHER
	* ANY
	* PLAYERTERM
	* NO
	* PROLIFERATE
	* SUBTYPECREATUREB
	* MONSTROSITY
	* TURN
	* SUBTYPEPLANAR
	* ATTACH
	* SUBTYPEARTIFACT
	* ACTIVATE
	* SCRY
	* SUPERTYPE
	* TYPE
	* AT
	* CONTROLLED
	* RETURN
	* LESS
	* UNATTACHED
	* HERSELF
	* MORE
	* ATTACKED
	* CLASH
	* ASSIGN
	* WITHOUT
	* COLORTERM
	* GAINED
	* UNTIL
	* HAS
	* __ANON_19
	* AMASS
	* A
	* SHUFFLED
	* BLOCK
	* __ANON_17
	* LSQB
	* TAP
	* UNTAP
	* SUBTYPEPLANESWALKER
	* ZONE
	* STAR
	* CAST
	* AFTER
	* FIGHT
	* WHENEVER
	* TRANSFORM
	* REMOVE
	* CAN
	* ITS
	* ATTACK
	* __ANON_15
	* TARGET
	* DOUBLE
	* OTHERWISE
	* ONLY
	* MELD
	* BE
	* ITSELF
	* WITH
	* FREQUENCY
	* INVESTIGATE
	* YOUR
	* COMBATSTATUSMODIFIER
	* ONTO
	* LOOKED
	* TIMES
	* SUBTYPEENCHANTMENT
	* MAY
	* GAIN
	* DIE
	* WHILE
	* ALL
	* EACH
	* INTO
	* UNTAPSYMBOL
	* LBRACE
	* ABILITYMODIFIER
	* CONVERT
	* GET
	* DOES
	* SPEND
	* THAT
	* X
	* ABANDON
	* DRAW
	* REVEAL
	* DASH
	* IT
	* OBJECTCHARACTERISTIC
	* BOLSTER
	* EFFECTSTATUSMODIFIER
	* AS
	* IS
	* FROM
	* SACRIFICE
	* __ANON_20
	* DISCARD
","Adamant — If at least three white mana was spent to cast this spell, ~ enters with a +1/+1 counter on it."
8,Charming Prince,32.436158873999375,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, choose one —
     ^
Expected one of: 
	* DASH
	* WORD
","When ~ enters, choose one —
• Scry 2.
• You gain 3 life.
• Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step."
9,The Circle of Loyalty,31.177519971000038,False,"No terminal matches '{' in the current parser context, at line 1 col 18

This spell costs {1} less to cast for each Knight you con
                 ^
Expected one of: 
	* DASH
	* WORD
","This spell costs {1} less to cast for each Knight you control.
Creatures you control get +1/+1.
Whenever you cast a legendary spell, create a 2/2 white Knight creature token with vigilance.
{3}{W}, {T}: Create a 2/2 white Knight creature token with vigilance."
