,name,duration,parsed,error,text
0,"Avacyn, the Purifier",24.730331054001,False,"No terminal matches '~' in the current parser context, at line 2 col 36

When this creature transforms into ~f, it deals 3 damage to each other crea
                                   ^
Expected one of: 
	* WORD
	* DASH
","Flying
When this creature transforms into ~f, it deals 3 damage to each other creature and each opponent."
1,Apothecary Geist,24.904127035000784,False,"No terminal matches '~' in the current parser context, at line 2 col 6

When ~ enters, if you control another Spirit,
     ^
Expected one of: 
	* WORD
	* DASH
","Flying
When ~ enters, if you control another Spirit, you gain 3 life."
2,Archangel Avacyn,24.885927752000498,False,"No terminal matches ',' in the current parser context, at line 2 col 7

Flying, vigilance
      ^
Expected one of: 
	* WORD
	* DASH
","Flash
Flying, vigilance
When ~ enters, creatures you control gain indestructible until end of turn.
When a non-Angel creature you control dies, transform ~ at the beginning of the next upkeep."
3,Angelic Purge,25.306311964999622,False,"No terminal matches ',' in the current parser context, at line 1 col 41

As an additional cost to cast this spell, sacrifice a permanent.
                                        ^
Expected one of: 
	* WORD
	* DASH
","As an additional cost to cast this spell, sacrifice a permanent.
Exile target artifact, creature, or enchantment."
4,Avacynian Missionaries,25.280917525000405,False,"No terminal matches ',' in the current parser context, at line 1 col 34

At the beginning of your end step, if ~ is equipped, transform it.
                                 ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of your end step, if ~ is equipped, transform it."
5,Always Watching,25.249916360000498,False,"No terminal matches '+' in the current parser context, at line 1 col 36

Nontoken creatures you control get +1/+1 and have vigilance.
                                   ^
Expected one of: 
	* WORD
	* DASH
",Nontoken creatures you control get +1/+1 and have vigilance.
6,Lunarch Inquisitors,25.29355048999969,False,"No terminal matches '~' in the current parser context, at line 1 col 36

When this creature transforms into ~, you may exile another target creature
                                   ^
Expected one of: 
	* WORD
	* DASH
","When this creature transforms into ~, you may exile another target creature until ~ leaves the battlefield."
7,Angel of Deliverance,47.23551295799916,False,"No terminal matches 'W' in the current parser context, at line 2 col 12

Delirium — Whenever ~ deals damage, if there are fo
           ^
Expected one of: 
	* ORDINAL
	* BLOCK
	* __ANON_21
	* SEARCHED
	* PUT
	* ACTIVATE
	* TAP
	* ABANDON
	* CYCLED
	* MAY
	* NUMBER
	* LEARN
	* INTO
	* SACRIFICED
	* ATTACH
	* DASH
	* EXPLORES
	* ONLY
	* THEN
	* __ANON_14
	* TURNED
	* PAY
	* POPULATE
	* SWITCH
	* ADDITIONAL
	* ALL
	* NO
	* REGENERATE
	* FROM
	* DOES
	* REMOVE
	* INVESTIGATE
	* AMASS
	* __ANON_15
	* SUBTYPEPLANAR
	* THE
	* OBJECTCHARACTERISTIC
	* PLAY
	* LOSE
	* DETAIN
	* HAD
	* KEYWORDSTATUSMODIFIER
	* CARDINAL
	* REVEAL
	* TARGET
	* DEAL
	* EQUAL
	* COUNTER
	* DESTROY
	* EXERT
	* SCRY
	* STAR
	* UNTIL
	* SACRIFICE
	* ONTO
	* MORE
	* GAIN
	* DOUBLE
	* SUPPORT
	* WITHOUT
	* HIMSELF
	* SUSPECT
	* GET
	* DAMAGETYPE
	* THOSE
	* LSQB
	* ABLE
	* BEEN
	* CONTROLLED
	* EXCHANGE
	* IS
	* __ANON_19
	* SHUFFLED
	* ANY
	* FREQUENCY
	* CONNIVE
	* SUBTYPESPELL
	* CONTROL
	* SUBTYPEPLANESWALKER
	* INCUBATE
	* THEIR
	* SURVEIL
	* WHEN
	* ITS
	* ATTACHED
	* AFTER
	* TAKE
	* UNTAPSYMBOL
	* SUBTYPEARTIFACT
	* HERSELF
	* DISCOVER
	* GREATER
	* EFFECTSTATUSMODIFIER
	* HAS
	* CAST
	* ON
	* AN
	* THIS
	* TURN
	* YOUR
	* QUALIFIER
	* CREATE
	* CHOOSE
	* SEARCH
	* AS
	* IF
	* DIE
	* SUBTYPECREATUREA
	* SPEND
	* ASSIGN
	* LEVEL
	* DO
	* WHILE
	* MONSTROSITY
	* PROLIFERATE
	* MELD
	* SUBTYPEENCHANTMENT
	* HAVE
	* UNDER
	* THESE
	* ATTACK
	* CLASH
	* UNATTACH
	* DREW
	* LBRACE
	* X
	* OTHER
	* AT
	* FLIP
	* OTHERWISE
	* BLOCKED
	* FIGHT
	* SUBTYPELAND
	* IT
	* GOAD
	* WITH
	* COLORTERM
	* LOOKED
	* REMAIN
	* ADAPT
	* COMBATSTATUSMODIFIER
	* MANIFEST
	* UP
	* A
	* UNATTACHED
	* DISCARD
	* PLAYERTERM
	* SUBTYPECREATUREB
	* ABILITYMODIFIER
	* WOULD
	* __ANON_20
	* BECOME
	* BOLSTER
	* UNTAP
	* EXILE
	* EACH
	* SAME
	* GAINED
	* SUPERTYPE
	* RETURN
	* IN
	* CYCLE
	* NON
	* ADD
	* ITSELF
	* CLOAK
	* CAN
	* TRANSFORM
	* THEM
	* DISCARDED
	* NAMEREFSYMBOL
	* TAPSYMBOL
	* TIMES
	* WHO
	* __ANON_17
	* THAT
	* FOR
	* FATESEAL
	* TAPPEDSTATUSMODIFIER
	* PREVENT
	* MILL
	* LOOK
	* PLAYED
	* WIN
	* PLAYERCHARACTERISTIC
	* SKIP
	* WHENEVER
	* __ANON_18
	* DRAW
	* SHUFFLE
	* ATTACKED
	* REVEALED
	* ZONE
	* CONVERT
	* CHOSE
	* BE
	* FORAGE
	* LESS
	* TYPE
","Flying
Delirium — Whenever ~ deals damage, if there are four or more card types among cards in your graveyard, exile target creature an opponent controls."
8,Devilthorn Fox,3.266000931034796e-06,False,'text',
9,Bound by Moonsilver,22.53736198899969,False,"No terminal matches ',' in the current parser context, at line 2 col 34

Enchanted creature can not attack, block, or transform.
                                 ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature
Enchanted creature can not attack, block, or transform.
Sacrifice another permanent: Attach ~ to target creature. Activate only as a sorcery and only once each turn."
